iter	Logloss
138	0.6663307303
139	0.6661802914
140	0.6661637056
141	0.6661569033
142	0.6660668456
143	0.6659063012
144	0.6656659253
145	0.6654296562
146	0.6654296559
147	0.6654278014
148	0.6653972317
149	0.6652271942
150	0.6652271942
151	0.6650230766
152	0.6649646051
153	0.664962962
154	0.6649624571
155	0.66495876
156	0.6649587599
157	0.6648846207
158	0.6648733351
159	0.6648713726
160	0.6648713725
161	0.6648613488
162	0.6648613487
163	0.6648143093
164	0.6648143093
165	0.6647326118
166	0.6645442129
167	0.6644648648
168	0.664444041
169	0.664444041
170	0.6642815092
171	0.6640719133
172	0.6640719133
173	0.6640679713
174	0.6640076981
175	0.6638414121
176	0.663591985
177	0.66351692
178	0.6633615113
179	0.6631938776
180	0.6631938776
181	0.6629382014
182	0.662692968
183	0.6624869621
184	0.6624826106
185	0.6623128634
186	0.6619610686
187	0.6616978377
188	0.6614652222
189	0.6612544333
190	0.660978173
191	0.660834891
192	0.6606060882
193	0.6605432306
194	0.6603663437
195	0.6601404795
196	0.6599114619
197	0.6596924635
198	0.6594723244
199	0.659246565
200	0.6590147691
201	0.6586912404
202	0.6583345115
203	0.6579504296
204	0.6576598418
205	0.657317295
206	0.6569744324
207	0.6566754798
208	0.6563603094
209	0.656037917
210	0.6558385969
211	0.6555874283
212	0.655206216
213	0.6550082169
214	0.6547130056
215	0.6544713847
216	0.6541644845
217	0.6538236136
218	0.6535287
219	0.6530998235
220	0.6527579036
221	0.6524847078
222	0.6521103047
223	0.6518745261
224	0.6515943263
225	0.651332567
226	0.6512384276
227	0.650991102
228	0.6507376843
229	0.6505110165
230	0.6502070842
231	0.649968811
232	0.6496118849
233	0.6493304707
234	0.6491382439
235	0.6489890935
236	0.6487080033
237	0.648427255
238	0.6480676111
239	0.6478042832
240	0.6475557939
241	0.6472971539
242	0.6470096791
243	0.6468250778
244	0.6466180456
245	0.6463963789
246	0.6460523268
247	0.6457359281
248	0.6454814385
249	0.6452655134
250	0.6450641197
251	0.6448325743
252	0.6445470586
253	0.6441528595
254	0.6438599725
255	0.643507581
256	0.6432153251
257	0.6429651493
258	0.6427585826
259	0.64250279
260	0.6423281143
261	0.6420852884
262	0.6418567185
263	0.6414845473
264	0.641210115
265	0.640917636
266	0.6406964559
267	0.6404910791
268	0.6402462653
269	0.6399049335
270	0.6397239238
271	0.639494871
272	0.6393081527
273	0.639120263
274	0.6388910303
275	0.6386639798
276	0.6384241502
277	0.6380865798
278	0.637842205
279	0.6376196304
280	0.6374017858
281	0.6370477268
282	0.6367639955
283	0.6365464548
284	0.6363058229
285	0.6360311414
286	0.6357114585
287	0.6354829901
288	0.6353123191
289	0.6351037329
290	0.6348457543
291	0.6346146025
292	0.6343436618
293	0.6340885701
294	0.6338181818
295	0.6335494704
296	0.6332694357
297	0.6329804003
298	0.6327752443
299	0.6325884063
300	0.6324262047
301	0.6323601879
302	0.6321317264
303	0.6320799698
304	0.6317913044
305	0.6315731695
306	0.6313277839
307	0.6311698523
308	0.6308549781
309	0.6306247747
310	0.6304024052
311	0.6302516991
312	0.6300469367
313	0.6298491912
314	0.6295081508
315	0.6293280301
316	0.6291032865
317	0.628829563
318	0.6286546037
319	0.6284565958
320	0.6282174999
321	0.6280642328
322	0.6279722578
323	0.6277366488
324	0.62737741
325	0.6271273261
326	0.6268654005
327	0.6266518078
328	0.6263943126
329	0.6262700923
330	0.6260731366
331	0.6257525307
332	0.6255616727
333	0.6252557118
334	0.6250605429
335	0.6248726691
336	0.6246714182
337	0.6243404033
338	0.6241944696
339	0.6240633498
340	0.6238288005
341	0.6236524683
342	0.6233593051
343	0.6231054719
344	0.6228358414
345	0.6226929191
346	0.622532807
347	0.6223407226
348	0.62212946
349	0.6219344497
350	0.6216894249
351	0.6214489184
352	0.6211788459
353	0.6209767424
354	0.6207553631
355	0.6205063548
356	0.6202801678
357	0.6200260485
358	0.6198221985
359	0.6195685919
360	0.6193792944
361	0.619182634
362	0.6189894474
363	0.6187884764
364	0.6187306824
365	0.6186025813
366	0.6183610366
367	0.6180795917
368	0.6178615988
369	0.6176780516
370	0.6174252513
371	0.6171928515
372	0.6170426498
373	0.6170078384
374	0.6167463648
375	0.6165180497
376	0.6163281279
377	0.6160990321
378	0.615849777
379	0.6157007042
380	0.6155624673
381	0.6153876307
382	0.6152102455
383	0.6151302474
384	0.6148803534
385	0.6147104338
386	0.6145918734
387	0.6143198024
388	0.6141544045
389	0.6139303038
390	0.6137535137
391	0.6135630065
392	0.6133639291
393	0.6131604199
394	0.612910555
395	0.6127428075
396	0.6125734491
397	0.612322139
398	0.6120834481
399	0.6118636749
400	0.6116896367
401	0.6114516993
402	0.6111624046
403	0.6109269171
404	0.6107595299
405	0.6105500592
406	0.6103416833
407	0.6100552193
408	0.6097469083
409	0.609472201
410	0.60925529
411	0.6090130916
412	0.6087143652
413	0.6084772281
414	0.60824122
415	0.6080376251
416	0.6078186211
417	0.607654097
418	0.6073841013
419	0.6072468575
420	0.6070513884
421	0.6068959479
422	0.6067091526
423	0.6064763156
424	0.606280163
425	0.606072771
426	0.6058147797
427	0.605537692
428	0.6053691887
429	0.6051430706
430	0.6049559506
431	0.6048089946
432	0.6046376801
433	0.6043702658
434	0.6042402123
435	0.6040980982
436	0.6039333279
437	0.6037473366
438	0.6036266476
439	0.6034237263
440	0.6032207082
441	0.6030269369
442	0.6028436296
443	0.6025969275
444	0.6023845218
445	0.6022753772
446	0.6020449611
447	0.6019740311
448	0.6018551048
449	0.601628188
450	0.6013859438
451	0.6012448348
452	0.6009288964
453	0.6007911635
454	0.6004741014
455	0.6002678205
456	0.6001122369
457	0.5999430921
458	0.5997817973
459	0.5996519604
460	0.5994264125
461	0.5991886019
462	0.5990702119
463	0.5988550688
464	0.5986456915
465	0.5985458926
466	0.5983253977
467	0.5981330465
468	0.5979655874
469	0.5977837851
470	0.5975468414
471	0.5973495161
472	0.5971149468
473	0.5967918503
474	0.5965953321
475	0.5963163448
476	0.5960694708
477	0.5958481816
478	0.5956979539
479	0.5955145926
480	0.5953056507
481	0.5950598733
482	0.5948770823
483	0.594714316
484	0.5944870345
485	0.5942258296
486	0.5940625584
487	0.59390379
488	0.5938040312
489	0.5935993499
490	0.5934007553
491	0.5931936489
492	0.5930436537
493	0.5927780814
494	0.5927051572
495	0.5924192627
496	0.5921619748
497	0.5919134823
498	0.5915914835
499	0.5914513632
500	0.5912084436
501	0.5911073598
502	0.5909792049
503	0.5907776947
504	0.5905955406
505	0.5903366452
506	0.5901493521
507	0.5900183649
508	0.589899213
509	0.5898127178
510	0.5895191118
511	0.5893845251
512	0.5891958586
513	0.5891199759
514	0.5889479278
515	0.5888216659
516	0.5885272516
517	0.5883268868
518	0.5881677443
519	0.5879543359
520	0.587774153
521	0.5874961074
522	0.5873848585
523	0.587172927
524	0.5869249134
525	0.5867745225
526	0.5865867629
527	0.5864665795
528	0.5862617371
529	0.5860731282
530	0.5859013149
531	0.5857344786
532	0.5855740652
533	0.5853815512
534	0.5851759934
535	0.5849011028
536	0.5848054165
537	0.584650292
538	0.5844489108
539	0.5842128996
540	0.5840612663
541	0.5838146049
542	0.5836527738
543	0.583411282
544	0.5833392139
545	0.5831553803
546	0.5829551551
547	0.5827832353
548	0.5825997225
549	0.5824111999
550	0.5822559739
551	0.5820200856
552	0.5818710488
553	0.5817204118
554	0.5815932228
555	0.5814212327
556	0.5813393135
557	0.5811405864
558	0.5810303837
559	0.5807585605
560	0.5805269944
561	0.5802509249
562	0.5800910837
563	0.5799134661
564	0.5797932067
565	0.5797454566
566	0.5794788403
567	0.5793001626
568	0.5790898496
569	0.578946839
570	0.5787682515
571	0.5785800697
572	0.5784104327
573	0.5782714046
574	0.578121122
575	0.5778907321
576	0.5777309152
577	0.5775948242
578	0.5774137596
579	0.577283834
580	0.5771005267
581	0.5769799034
582	0.5768139516
583	0.5764844768
584	0.5763685292
585	0.5761977227
586	0.5760510909
587	0.575808526
588	0.5756693937
589	0.5754752449
590	0.5752222467
591	0.5750995043
592	0.5749131918
593	0.5747146836
594	0.5744625808
595	0.5743735086
596	0.5742562519
597	0.5739414003
598	0.5738292057
599	0.573614647
600	0.5734494311
601	0.5732811497
602	0.5731432715
603	0.5730545998
604	0.5728552183
605	0.5726595741
606	0.5725125546
607	0.5722642524
608	0.572039506
609	0.5719305331
610	0.5717963591
611	0.5716922952
612	0.5715266815
613	0.5713032763
614	0.571135733
615	0.5709873003
616	0.5708125074
617	0.5706390727
618	0.570491804
619	0.57018801
620	0.5700314391
621	0.5699305449
622	0.5697784821
623	0.5696636354
624	0.5694995092
625	0.569335445
626	0.5691579037
627	0.569090834
628	0.5689042889
629	0.5687528318
630	0.5685234501
631	0.5683990452
632	0.5682253345
633	0.56811055
634	0.5679751372
635	0.5678002992
636	0.5675833688
637	0.5674668722
638	0.5672496948
639	0.5670258018
640	0.5669235117
641	0.5667816806
642	0.5665845495
643	0.5664891535
644	0.5662286739
645	0.5660642482
646	0.565877531
647	0.5656251361
648	0.5654243193
649	0.5652448506
650	0.5651046355
651	0.5648824282
652	0.5647080049
653	0.5645244251
654	0.56450234
655	0.5643575568
656	0.564229092
657	0.5641283106
658	0.5639649618
659	0.5637766699
660	0.5636135828
661	0.5634358071
662	0.5633365567
663	0.5631951813
664	0.5630367372
665	0.5628730599
666	0.5626925975
667	0.5626008592
668	0.5624265981
669	0.5622159585
670	0.5620526957
671	0.5619769202
672	0.5617296111
673	0.561574883
674	0.561434458
675	0.5612769849
676	0.5611372019
677	0.5609423673
678	0.560815504
679	0.5606861909
680	0.5604161761
681	0.5601922197
682	0.5600731468
683	0.5599236769
684	0.559755601
685	0.5594478993
686	0.5594068687
687	0.5592925392
688	0.559113137
689	0.5589373133
690	0.5587201837
691	0.5585677038
692	0.5584011905
693	0.558205588
694	0.5580733544
695	0.5578963086
696	0.5577489235
697	0.5575616467
698	0.557277341
699	0.5571498684
700	0.556942762
701	0.556754093
702	0.5565753424
703	0.5563942638
704	0.5563014681
705	0.5562033617
706	0.556134784
707	0.5559949787
708	0.555821376
709	0.5557543169
710	0.5556262307
711	0.5554801248
712	0.5553176913
713	0.5550570935
714	0.5549633336
715	0.5547435798
716	0.554582522
717	0.5544701473
718	0.5543178864
719	0.5540968272
720	0.5539027668
721	0.5537350966
722	0.5535725945
723	0.5534696538
724	0.5533708835
725	0.5532332865
726	0.5531218822
727	0.5529627974
728	0.5527664616
729	0.5525668469
730	0.552450711
731	0.5522457296
732	0.5521469174
733	0.5520497001
734	0.5519594986
735	0.5517431303
736	0.5516103109
737	0.551468317
738	0.5513539857
739	0.5512082705
740	0.5511017497
741	0.5510155648
742	0.5508427238
743	0.5507295376
744	0.5506157467
745	0.5505192943
746	0.5503748855
747	0.5502545941
748	0.5500807393
749	0.5498452606
750	0.5497114341
751	0.5496169447
752	0.549510008
753	0.5492990047
754	0.5491158106
755	0.548918826
756	0.5488022841
757	0.5484902966
758	0.5483354636
759	0.5482036536
760	0.548120243
761	0.5480613134
762	0.5479902502
763	0.5478423597
764	0.5477811633
765	0.5475495228
766	0.5474543294
767	0.5472957727
768	0.5471244629
769	0.5469751477
770	0.5468325638
771	0.5467014333
772	0.5465603279
773	0.5464622544
774	0.5462745034
775	0.5461118849
776	0.5459827621
777	0.5458724217
778	0.5457543061
779	0.5455760199
780	0.5455084199
781	0.5451913072
782	0.5450805481
783	0.5449547497
784	0.5448425257
785	0.5447313982
786	0.544585681
787	0.5444751852
788	0.5443223853
789	0.5441600288
790	0.5440542972
791	0.543925958
792	0.5437889855
793	0.5436508071
794	0.5435115315
795	0.5433550296
796	0.5432481509
797	0.5431110895
798	0.5429399928
799	0.5428392614
800	0.5426916713
801	0.5424995002
802	0.5424022305
803	0.5423267615
804	0.5421835358
805	0.5421256393
806	0.542022233
807	0.5418096319
808	0.5416196652
809	0.5414728106
810	0.541285578
811	0.5411038123
812	0.5410223589
813	0.540857054
814	0.540761476
815	0.5405879419
816	0.540464436
817	0.5403110455
818	0.5401553679
819	0.5400496877
820	0.5398883212
821	0.539816564
822	0.5397403433
823	0.5396266978
824	0.5395417417
825	0.5394298865
826	0.5392956231
827	0.5391926837
828	0.5390510509
829	0.5388907964
830	0.5386924869
831	0.5385244672
832	0.5383038104
833	0.5381219945
834	0.5379822511
835	0.5379247528
836	0.5376948549
837	0.5375981897
838	0.537438016
839	0.5372963388
840	0.5371373127
841	0.536962618
842	0.5367303532
843	0.5365867967
844	0.5364326748
845	0.5363667684
846	0.5362377624
847	0.5361299456
848	0.5359879978
849	0.5358893302
850	0.5357513744
851	0.5356733671
852	0.5355651063
853	0.5354667344
854	0.5353697849
855	0.5352275931
856	0.5351218628
857	0.5349904694
858	0.5348518152
859	0.5346620945
860	0.5345227406
861	0.5344585535
862	0.5343361277
863	0.5341857889
864	0.5340646866
865	0.5338993653
866	0.5337586608
867	0.533614586
868	0.5334467004
869	0.5333636753
870	0.5331502349
871	0.5329234797
872	0.5327758524
873	0.5326875064
874	0.5325041479
875	0.5323234783
876	0.5322060531
877	0.5320799157
878	0.5319234251
879	0.5317757251
880	0.5317261246
881	0.5316006406
882	0.5315427212
883	0.5314698095
884	0.5312642956
885	0.5311169686
886	0.5310063565
887	0.5308565249
888	0.530692763
889	0.530521172
890	0.5303549214
891	0.5302353311
892	0.5301332364
893	0.5300118425
894	0.5297868009
895	0.5296712777
896	0.5295267282
897	0.5293569708
898	0.5292024895
899	0.5291177018
900	0.5289958956
901	0.5288342873
902	0.528668854
903	0.5285771361
904	0.5283410324
905	0.5282477348
906	0.5281246247
907	0.5280105088
908	0.5278348313
909	0.5277033059
910	0.5275611807
911	0.5274292674
912	0.527273602
913	0.5271725295
914	0.5269281223
915	0.5268221085
916	0.5267788496
917	0.5266679084
918	0.5264948836
919	0.5263261095
920	0.5262242936
921	0.5260619532
922	0.5259935281
923	0.5259244727
924	0.5258046285
925	0.5257503338
926	0.5255822441
927	0.5254191589
928	0.5253117
929	0.5251386522
930	0.5250399857
931	0.524870251
932	0.5248037747
933	0.5246626741
934	0.5245252528
935	0.5244048146
936	0.5242637955
937	0.5240676669
938	0.5239361522
939	0.5238129937
940	0.5236386459
941	0.5235318232
942	0.5234168568
943	0.5232780429
944	0.5231447819
945	0.5229758261
946	0.5227248519
947	0.5224892609
948	0.5222933733
949	0.5221463579
950	0.5220066641
951	0.5219485068
952	0.521843253
953	0.5216923222
954	0.5215571009
955	0.5214494354
956	0.5212872316
957	0.5211578648
958	0.521093482
959	0.5209634607
960	0.520887288
961	0.5207474351
962	0.5206649447
963	0.5205424844
964	0.5204137795
965	0.5203155155
966	0.5201326865
967	0.5200099672
968	0.5198185883
969	0.5196948019
970	0.5195670046
971	0.5194670025
972	0.5193793119
973	0.5192708178
974	0.5190447161
975	0.5188483807
976	0.5186354216
977	0.5185146077
978	0.5184033528
979	0.5182769185
980	0.518141949
981	0.5179975814
982	0.5179480908
983	0.5177935972
984	0.5176898292
985	0.5176252468
986	0.5175210554
987	0.5174337305
988	0.517350346
989	0.5172198835
990	0.5171340709
991	0.5169484797
992	0.5167441776
993	0.5165674421
994	0.5163869128
995	0.5162390727
996	0.5161053133
997	0.5159603806
998	0.5158110685
999	0.5156856733
